City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
933778,Francistown,BW,-21.17,27.5079,58.46,35,0,9.19
986717,Kruisfontein,ZA,-34.0033,24.7314,60.89,54,4,7.58
5713587,Bend,US,44.0582,-121.3153,68.63,56,20,4.61
1220798,Panjakent,TJ,39.4952,67.6093,80.4,28,0,7.7
610091,Chingirlau,KZ,51.095,54.0814,71.01,38,39,8.52
766583,Łęczna,PL,51.3012,22.8814,82.71,54,20,9.22
2094342,Kavieng,PG,-2.5744,150.7967,82.85,74,48,12.8
1857594,Masuda,JP,34.6667,131.85,79.36,92,46,2.68
569579,Chekmagush,RU,55.1319,54.6556,61.29,54,58,4.7
226110,Tororo,UG,0.693,34.1809,68.88,64,92,2.26
5919815,Channel-Port aux Basques,CA,47.5702,-59.1367,62.28,96,99,8.81
889215,Kariba,ZW,-16.5167,28.8,62.62,48,71,2.46
556268,Ostrovnoy,RU,68.0531,39.5131,47.12,82,51,5.44
2074113,Collie,AU,-33.3667,116.15,44.98,89,77,3.24
3531416,Catemaco,MX,18.4167,-95.1167,85.75,68,100,1.99
3372964,Lagoa,PT,39.05,-27.9833,72.05,86,100,11.12
6127749,Rosetown,CA,51.5501,-108.0014,78.78,44,6,6.91
4993659,Garden City,US,42.3256,-83.331,81.86,59,75,12.66
5962442,Goderich,CA,43.7501,-81.7165,72.21,78,92,6.91
3837702,San Fernando del Valle de Catamarca,AR,-28.4696,-65.7852,59.77,37,7,1.99
5847411,Kahului,US,20.8947,-156.47,75.16,89,75,13.8
3421193,Paamiut,GL,61.994,-49.6678,45.91,79,100,18.59
6067472,Marystown,CA,47.1666,-55.1483,67.86,100,100,5.01
1734715,Marang,MY,5.2056,103.2059,78.71,85,39,4.52
2015852,Svetlaya,RU,46.5389,138.3297,67.28,96,99,0.85
5991056,Kenora,CA,49.8167,-94.4337,81.68,31,0,3.44
2315417,Inongo,CD,-1.95,18.2667,74.52,40,53,1.68
2161515,Kiama,AU,-34.6833,150.8667,57.69,63,100,8.01
2980080,Saint-François,FR,46.4154,3.9054,65.62,90,75,3.44
1185095,Teknāf,BD,20.8624,92.3058,79.52,93,100,13.98
4004293,Ixtapa,MX,20.7,-105.2,87.03,62,1,3.44
6111862,Port Hardy,CA,50.6996,-127.4199,57.38,82,40,4.61
3174050,Province of Mantua,IT,45.1667,10.7833,76.05,82,51,9.55
2065594,Mount Isa,AU,-20.7333,139.5,47.97,61,2,0.0
4470244,Havelock,US,34.8791,-76.9013,86.63,81,90,3.0
1337617,Muli,MV,2.9167,73.5667,82.06,78,94,11.86
4829843,Alexander City,US,32.944,-85.9539,86.77,74,75,0.0
544397,Kortkeros,RU,61.8106,51.5806,51.8,90,100,8.9
3436714,Villarrica,PY,-25.75,-56.4333,62.06,26,62,13.29
4513583,Hamilton,US,39.1834,-84.5333,86.95,49,1,0.0
3628423,San Felipe,VE,10.3399,-68.7425,85.03,71,58,2.06
3480908,La Asuncion,VE,11.0333,-63.8628,82.13,83,4,3.44
1591474,Bac Lieu,VN,9.285,105.7244,80.44,85,7,9.64
2641528,Newton Stewart,GB,54.9578,-4.4832,64.35,89,100,7.11
1651531,Ambon City,ID,-3.6954,128.1814,79.27,85,74,10.02
3579925,St. George's,GD,12.0564,-61.7485,85.68,74,20,14.97
4203696,Kennesaw,US,34.0234,-84.6155,87.89,67,40,4.61
140463,Birjand,IR,32.8663,59.2211,81.07,13,0,13.8
2990918,Arrondissement de Narbonne,FR,43.0833,2.8333,79.45,59,59,5.23
2303611,Esim,GH,4.8699,-2.2405,79.14,68,100,8.81
5983626,Invermere,CA,50.5167,-116.0354,82.6,24,52,2.46
2027244,Bagdarin,RU,54.4333,113.6,60.57,65,96,4.07
1057095,Sakaraha,MG,-22.9,44.5333,63.3,49,2,11.07
2610806,Vágur,FO,61.4732,-6.8119,52.11,95,85,13.29
2030065,Mandalgovi,MN,45.7625,106.2708,64.76,62,98,11.3
1218420,Seydi,TM,39.4816,62.9137,90.55,12,0,17.47
1635164,Mlonggo,ID,-6.5333,110.7,75.81,83,34,5.61
3347719,Luena,AO,-11.7833,19.9167,60.49,31,58,4.25
5524849,Lamesa,US,32.7376,-101.951,87.53,24,66,4.18
1510377,Belyy Yar,RU,53.6039,91.3903,66.09,88,0,4.47
5853992,Wahiawā,US,21.5028,-158.0236,75.27,74,13,7.23
1503527,Khovu-Aksy,RU,51.1333,93.6,57.04,88,83,1.81
6319315,Fonte Boa,BR,-2.4959,-66.2662,92.25,47,45,1.52
3346015,Sumbe,AO,-11.2061,13.8437,72.66,84,76,9.55
488618,Starosubkhangulovo,RU,53.1031,57.4423,58.82,66,70,3.44
6301965,Palmerston,AU,-12.486,130.9833,70.18,93,27,3.44
2645525,Kincardine,GB,56.0667,-3.7167,67.23,82,100,1.66
1501377,Kungurtug,RU,50.5994,97.5228,54.1,94,81,1.7
6149374,Slave Lake,CA,55.2834,-114.769,67.14,44,10,9.75
3182910,Arco,IT,45.9177,10.8867,73.72,86,73,2.86
1524801,Shīeli,KZ,44.1667,66.75,81.18,22,0,10.2
3428068,San Vicente,AR,-26.6167,-54.1333,53.65,44,90,7.67
1259184,Puri,IN,19.8,85.85,81.12,74,100,13.53
780687,Berlevåg,NO,70.8578,29.0864,49.8,90,65,8.23
2522325,Agüimes,ES,27.9054,-15.4461,75.83,53,20,29.93
223816,Djibouti,DJ,11.5,42.5,90.82,41,96,6.85
2381334,Atar,MR,20.5169,-13.0499,109.31,10,41,6.49
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,56.39,82,40,5.75
934649,Cap Malheureux,MU,-19.9842,57.6142,66.47,82,65,7.0
1862505,Hirara,JP,24.8,125.2833,81.97,89,95,7.72
3870282,Talcahuano,CL,-36.7167,-73.1167,51.48,50,0,17.27
2255285,Sibiti,CG,-3.6819,13.3499,80.85,35,87,1.95
2381972,Adrar,MR,20.5022,-10.0711,105.12,10,100,16.22
3139597,Sistranda,NO,63.7256,8.834,73.36,90,94,4.45
2100765,Angoram,PG,-4.0625,144.0661,72.97,99,55,2.15
3150002,Kjøpsvik,NO,68.097,16.3742,66.06,53,0,5.86
186180,Moyale,KE,3.5167,39.0584,72.55,47,98,15.01
2088163,Popondetta,PG,-8.7537,148.2534,71.62,97,88,3.02
2374583,Bubaque,GW,11.2833,-15.8333,81.16,78,46,7.99
5262634,Menomonie,US,44.8755,-91.9193,79.25,65,0,10.36
3074954,Hrádek,CZ,49.7132,13.653,78.03,68,95,1.9
1722803,Buluang,PH,13.3068,123.3425,81.27,83,100,14.43
2449893,Tessalit,ML,20.1986,1.0114,103.41,18,27,1.52
1485997,Yeniseysk,RU,58.4497,92.1703,58.77,86,95,6.58
1814093,Dali,CN,25.7,100.1833,64.45,88,79,2.08
3714956,Ailigandí,PA,9.2333,-78.0167,80.96,78,100,2.66
2270385,Camacha,PT,33.0833,-16.3333,71.02,73,75,17.27
2444219,Gouré,NE,13.9835,10.2704,85.01,44,85,7.29
5301067,Kingman,US,35.1894,-114.053,85.66,45,1,0.0
3576994,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,12.66
4692856,Galveston,US,29.3669,-94.9669,87.39,80,100,1.01
5391295,Salinas,US,36.6777,-121.6555,67.96,68,1,6.91
2013279,Vostok,RU,46.4856,135.8833,70.75,84,93,3.13
3356264,Keetmanshoop,NA,-26.5833,18.1333,68.92,19,0,3.44
2037375,Fujin,CN,47.26,132.0322,79.65,55,83,3.29
2122783,Katangli,RU,51.7102,143.2326,59.27,99,99,5.46
4036284,Alofi,NU,-19.0595,-169.9187,66.09,100,52,0.0
3394605,Monte Alegre,BR,-2.0078,-54.0692,93.7,37,0,2.95
2063042,Port Hedland,AU,-20.3167,118.5667,69.85,94,61,10.36
3347019,Mossamedes,AO,-15.1961,12.1522,68.63,75,17,6.96
3452712,Porto Murtinho,BR,-21.6989,-57.8825,58.1,59,99,11.43
5554072,Juneau,US,58.3019,-134.4197,56.34,91,75,4.0
2038067,Chifeng,CN,42.2683,118.9636,69.8,86,80,1.61
2618795,Klaksvík,FO,62.2266,-6.589,54.52,97,96,13.4
1498161,Muzhi,RU,65.3667,64.6667,41.88,92,65,5.79
3939761,Hualmay,PE,-11.0964,-77.6139,68.95,72,48,9.24
72181,Marzuq,YE,14.4,46.4667,77.61,71,86,9.82
4891382,Evanston,US,42.0411,-87.6901,82.81,50,75,1.01
5937073,Deep River,CA,46.1001,-77.4995,61.07,86,100,4.07
2120048,Ust-Nera,RU,64.5667,143.2,48.09,90,98,6.85
2422383,Dalaba,GN,10.7,-12.25,70.36,89,58,4.07
5134295,Rome,US,43.2128,-75.4557,82.22,58,20,1.01
3838233,Salta,AR,-24.7859,-65.4117,46.99,53,90,5.75
933184,Otse,BW,-25.0167,25.7333,51.17,35,0,4.68
1052373,Beira,MZ,-19.8436,34.8389,69.89,78,20,9.22
3374210,São Filipe,CV,14.8961,-24.4956,75.24,78,63,8.43
3893629,Coquimbo,CL,-29.9533,-71.3436,58.73,62,0,11.5
894701,Bulawayo,ZW,-20.15,28.5833,54.01,33,0,7.81
1715015,Dicabisagan,PH,17.0818,122.4157,81.61,81,99,4.18
3392731,Paulo Ramos,BR,-4.2167,-45.1833,94.8,31,25,4.72
2643044,Margate,GB,51.3813,1.3862,68.65,71,77,4.0
2063036,Port Lincoln,AU,-34.7333,135.8667,53.92,73,30,27.51
1631905,Payakumbuh,ID,-0.2202,100.6308,70.34,96,26,2.91
847634,Rypefjord,NO,70.6333,23.6667,52.27,82,20,11.5
4805404,Fairmont,US,39.4851,-80.1426,85.59,44,1,1.01
145459,Ābādān,IR,30.3392,48.3043,107.55,9,0,6.91
1513962,Gurlan,UZ,41.8447,60.3919,77.07,22,0,18.57
2028164,Deputatsky,RU,69.3,139.9,37.63,80,83,4.25
302043,Salihli,TR,38.4826,28.1477,89.26,20,0,9.33
2264923,Peniche,PT,39.3558,-9.3811,71.51,77,0,18.97
1495626,Pangody,RU,65.85,74.4859,51.13,62,18,8.14
3899539,Antofagasta,CL,-23.65,-70.4,64.22,58,7,10.65
1283285,Jumla,NP,29.2747,82.1838,65.84,98,96,1.12
2098329,Daru,PG,-9.0763,143.2092,77.11,87,98,14.97
5404198,Twentynine Palms,US,34.1356,-116.0542,89.69,39,3,1.99
1636022,Martapura,ID,-3.4167,114.85,75.29,94,40,2.3
2185763,Okato,NZ,-39.2,173.8833,47.68,78,65,12.48
8079926,Labuhan,ID,-6.8844,112.2051,73.78,85,44,7.07
898905,Sesheke,ZM,-17.4759,24.2968,60.98,35,0,5.41
5044290,Saint Anthony,US,45.0205,-93.218,87.08,59,1,4.0
4031742,Egvekinot,RU,66.3167,-179.1667,43.84,92,100,8.46
3837213,San Juan,AR,-31.5375,-68.5364,52.52,32,0,7.43
